"","bin","chr","start","end","Id","mean"
"8845",7126,"Sabin2ref",7101,7151,"131652",10099.16
"8846",7176,"Sabin2ref",7151,7201,"131652",8860.94
"8847",7226,"Sabin2ref",7201,7251,"131652",6906.76
"8848",7276,"Sabin2ref",7251,7301,"131652",4893.04
"8849",7326,"Sabin2ref",7301,7351,"131652",3059.06
"8850",7376,"Sabin2ref",7351,7401,"131652",941
"8851",3376,"Sabin2ref",3351,3401,"131653",233.42
"8852",3426,"Sabin2ref",3401,3451,"131653",294.64
"8853",3476,"Sabin2ref",3451,3501,"131653",317.58
"8854",3526,"Sabin2ref",3501,3551,"131653",308.62
"8855",3576,"Sabin2ref",3551,3601,"131653",322.42
"8856",3626,"Sabin2ref",3601,3651,"131653",338.58
"8857",3676,"Sabin2ref",3651,3701,"131653",347.52
"8858",3726,"Sabin2ref",3701,3751,"131653",336.18
"8859",3776,"Sabin2ref",3751,3801,"131653",341.98
"8860",3826,"Sabin2ref",3801,3851,"131653",366
"8861",3876,"Sabin2ref",3851,3901,"131653",392.6
"8862",3926,"Sabin2ref",3901,3951,"131653",406.92
"8863",3976,"Sabin2ref",3951,4001,"131653",414.26
"8864",4026,"Sabin2ref",4001,4051,"131653",383.48
"8865",4076,"Sabin2ref",4051,4101,"131653",343.1
"8866",4126,"Sabin2ref",4101,4151,"131653",342.46
"8867",4176,"Sabin2ref",4151,4201,"131653",356.72
"8868",4226,"Sabin2ref",4201,4251,"131653",347.88
"8869",4276,"Sabin2ref",4251,4301,"131653",339.58
"8870",4326,"Sabin2ref",4301,4351,"131653",318.24
"8871",4376,"Sabin2ref",4351,4401,"131653",325.04
"8872",4426,"Sabin2ref",4401,4451,"131653",325.34
"8873",4476,"Sabin2ref",4451,4501,"131653",329.32
"8874",4526,"Sabin2ref",4501,4551,"131653",331.18
"8875",4576,"Sabin2ref",4551,4601,"131653",354.02
"8876",4626,"Sabin2ref",4601,4651,"131653",369.74
"8877",4676,"Sabin2ref",4651,4701,"131653",363.06
"8878",4726,"Sabin2ref",4701,4751,"131653",341.22
"8879",4776,"Sabin2ref",4751,4801,"131653",327.14
"8880",4826,"Sabin2ref",4801,4851,"131653",320.84
"8881",4876,"Sabin2ref",4851,4901,"131653",332.12
"8882",4926,"Sabin2ref",4901,4951,"131653",375.5
"8883",4976,"Sabin2ref",4951,5001,"131653",793.1
"8884",5026,"Sabin2ref",5001,5051,"131653",2428.88
"8885",5076,"Sabin2ref",5051,5101,"131653",3864.12
"8886",5126,"Sabin2ref",5101,5151,"131653",5378.34
"8887",5176,"Sabin2ref",5151,5201,"131653",6700.38
"8888",5226,"Sabin2ref",5201,5251,"131653",7571.66
"8889",5276,"Sabin2ref",5251,5301,"131653",7593.82
"8890",5326,"Sabin2ref",5301,5351,"131653",7675.76
"8891",5376,"Sabin2ref",5351,5401,"131653",7544.3
"8892",5426,"Sabin2ref",5401,5451,"131653",7486.2
"8893",5476,"Sabin2ref",5451,5501,"131653",7715.14
"8894",5526,"Sabin2ref",5501,5551,"131653",7923.3
"8895",5576,"Sabin2ref",5551,5601,"131653",8002.26
"8896",5626,"Sabin2ref",5601,5651,"131653",7900.3
"8897",5676,"Sabin2ref",5651,5701,"131653",7791.62
"8898",5726,"Sabin2ref",5701,5751,"131653",7395.76
"8899",5776,"Sabin2ref",5751,5801,"131653",7074.76
"8900",5826,"Sabin2ref",5801,5851,"131653",6537.98
"8901",5876,"Sabin2ref",5851,5901,"131653",6767.14
"8902",5926,"Sabin2ref",5901,5951,"131653",6906.04
"8903",5976,"Sabin2ref",5951,6001,"131653",7163.58
"8904",6026,"Sabin2ref",6001,6051,"131653",7438
"8905",6076,"Sabin2ref",6051,6101,"131653",7595.14
"8906",6126,"Sabin2ref",6101,6151,"131653",7652.74
"8907",6176,"Sabin2ref",6151,6201,"131653",7544.34
"8908",6226,"Sabin2ref",6201,6251,"131653",7416.54
"8909",6276,"Sabin2ref",6251,6301,"131653",7317.24
"8910",6326,"Sabin2ref",6301,6351,"131653",7459.48
"8911",6376,"Sabin2ref",6351,6401,"131653",7588.9
"8912",6426,"Sabin2ref",6401,6451,"131653",7713.98
"8913",6476,"Sabin2ref",6451,6501,"131653",7989.72
"8914",6526,"Sabin2ref",6501,6551,"131653",7882.38
"8915",6576,"Sabin2ref",6551,6601,"131653",7733
"8916",6626,"Sabin2ref",6601,6651,"131653",7447.46
"8917",6676,"Sabin2ref",6651,6701,"131653",7292.16
"8918",6726,"Sabin2ref",6701,6751,"131653",7043.16
"8919",6776,"Sabin2ref",6751,6801,"131653",7213.28
"8920",6826,"Sabin2ref",6801,6851,"131653",7552.62
"8921",6876,"Sabin2ref",6851,6901,"131653",7662.58
"8922",6926,"Sabin2ref",6901,6951,"131653",7686.6
"8923",6976,"Sabin2ref",6951,7001,"131653",7506.4
"8924",7026,"Sabin2ref",7001,7051,"131653",7673.16
"8925",7076,"Sabin2ref",7051,7101,"131653",7427.02
"8926",7126,"Sabin2ref",7101,7151,"131653",7372.82
"8927",7176,"Sabin2ref",7151,7201,"131653",6531.54
"8928",7226,"Sabin2ref",7201,7251,"131653",5129.84
"8929",7276,"Sabin2ref",7251,7301,"131653",3658.2
"8930",7326,"Sabin2ref",7301,7351,"131653",2281.52
"8931",7376,"Sabin2ref",7351,7401,"131653",717.74
"8932",126,"Sabin2ref",101,151,"131654",201.44
"8933",176,"Sabin2ref",151,201,"131654",630.04
"8934",226,"Sabin2ref",201,251,"131654",1012.9
"8935",276,"Sabin2ref",251,301,"131654",1255.22
"8936",326,"Sabin2ref",301,351,"131654",1543.9
"8937",376,"Sabin2ref",351,401,"131654",1651.64
"8938",426,"Sabin2ref",401,451,"131654",1780.88
"8939",476,"Sabin2ref",451,501,"131654",1814.1
"8940",526,"Sabin2ref",501,551,"131654",1773.12
"8941",576,"Sabin2ref",551,601,"131654",1867.26
"8942",626,"Sabin2ref",601,651,"131654",1986.66
"8943",676,"Sabin2ref",651,701,"131654",2051.42
"8944",726,"Sabin2ref",701,751,"131654",2144.98
"8945",776,"Sabin2ref",751,801,"131654",2049.24
"8946",826,"Sabin2ref",801,851,"131654",1413
"8947",876,"Sabin2ref",851,901,"131654",1311.7
"8948",926,"Sabin2ref",901,951,"131654",1451.18
"8949",976,"Sabin2ref",951,1001,"131654",1539.8
"8950",1026,"Sabin2ref",1001,1051,"131654",1613.8
"8951",1076,"Sabin2ref",1051,1101,"131654",1709.08
"8952",1126,"Sabin2ref",1101,1151,"131654",1663.16
"8953",1176,"Sabin2ref",1151,1201,"131654",1693.2
"8954",1226,"Sabin2ref",1201,1251,"131654",1724.4
"8955",1276,"Sabin2ref",1251,1301,"131654",1794.48
"8956",1326,"Sabin2ref",1301,1351,"131654",1823.14
"8957",1376,"Sabin2ref",1351,1401,"131654",1969.36
"8958",1426,"Sabin2ref",1401,1451,"131654",1909.16
"8959",1476,"Sabin2ref",1451,1501,"131654",2015.5
"8960",1526,"Sabin2ref",1501,1551,"131654",2456.78
"8961",1576,"Sabin2ref",1551,1601,"131654",2788.16
"8962",1626,"Sabin2ref",1601,1651,"131654",3052.06
"8963",1676,"Sabin2ref",1651,1701,"131654",3537.86
"8964",1726,"Sabin2ref",1701,1751,"131654",3819.14
"8965",1776,"Sabin2ref",1751,1801,"131654",3865.76
"8966",1826,"Sabin2ref",1801,1851,"131654",3781.62
"8967",1876,"Sabin2ref",1851,1901,"131654",3868.98
"8968",1926,"Sabin2ref",1901,1951,"131654",3653.2
"8969",1976,"Sabin2ref",1951,2001,"131654",3546.14
"8970",2026,"Sabin2ref",2001,2051,"131654",3846.78
"8971",2076,"Sabin2ref",2051,2101,"131654",4264.88
"8972",2126,"Sabin2ref",2101,2151,"131654",4459.38
"8973",2176,"Sabin2ref",2151,2201,"131654",4558.96
"8974",2226,"Sabin2ref",2201,2251,"131654",4512.58
"8975",2276,"Sabin2ref",2251,2301,"131654",4224.12
"8976",2326,"Sabin2ref",2301,2351,"131654",3621.08
"8977",2376,"Sabin2ref",2351,2401,"131654",3082.94
"8978",2426,"Sabin2ref",2401,2451,"131654",2500.5
"8979",2476,"Sabin2ref",2451,2501,"131654",2309.04
"8980",2526,"Sabin2ref",2501,2551,"131654",2120.58
"8981",2576,"Sabin2ref",2551,2601,"131654",2028.88
"8982",2626,"Sabin2ref",2601,2651,"131654",1895.2
"8983",2676,"Sabin2ref",2651,2701,"131654",1904.12
"8984",2726,"Sabin2ref",2701,2751,"131654",2003.1
"8985",2776,"Sabin2ref",2751,2801,"131654",2203.58
"8986",2826,"Sabin2ref",2801,2851,"131654",2322.78
"8987",2876,"Sabin2ref",2851,2901,"131654",2282.94
"8988",2926,"Sabin2ref",2901,2951,"131654",2263.66
"8989",2976,"Sabin2ref",2951,3001,"131654",2149.94
"8990",3026,"Sabin2ref",3001,3051,"131654",1980.86
"8991",3076,"Sabin2ref",3051,3101,"131654",2075.68
"8992",3126,"Sabin2ref",3101,3151,"131654",2178
"8993",3176,"Sabin2ref",3151,3201,"131654",2183.12
"8994",3226,"Sabin2ref",3201,3251,"131654",2232.36
"8995",3276,"Sabin2ref",3251,3301,"131654",3243.78
"8996",3326,"Sabin2ref",3301,3351,"131654",4271.4
"8997",3376,"Sabin2ref",3351,3401,"131654",5062.58
"8998",3426,"Sabin2ref",3401,3451,"131654",5775.94
"8999",3476,"Sabin2ref",3451,3501,"131654",6152.44
"9000",3526,"Sabin2ref",3501,3551,"131654",5970.64
"9001",3576,"Sabin2ref",3551,3601,"131654",6234.56
"9002",3626,"Sabin2ref",3601,3651,"131654",6448.06
"9003",3676,"Sabin2ref",3651,3701,"131654",6373.8
"9004",3726,"Sabin2ref",3701,3751,"131654",6317.5
"9005",3776,"Sabin2ref",3751,3801,"131654",6291.4
"9006",3826,"Sabin2ref",3801,3851,"131654",6502.74
"9007",3876,"Sabin2ref",3851,3901,"131654",6626.04
"9008",3926,"Sabin2ref",3901,3951,"131654",6692.82
"9009",3976,"Sabin2ref",3951,4001,"131654",6434.1
"9010",4026,"Sabin2ref",4001,4051,"131654",5953.24
"9011",4076,"Sabin2ref",4051,4101,"131654",5528.86
"9012",4126,"Sabin2ref",4101,4151,"131654",5306.8
"9013",4176,"Sabin2ref",4151,4201,"131654",5428.94
"9014",4226,"Sabin2ref",4201,4251,"131654",5556.8
"9015",4276,"Sabin2ref",4251,4301,"131654",5627.4
"9016",4326,"Sabin2ref",4301,4351,"131654",5309.34
"9017",4376,"Sabin2ref",4351,4401,"131654",5292.04
"9018",4426,"Sabin2ref",4401,4451,"131654",5190.68
"9019",4476,"Sabin2ref",4451,4501,"131654",5078.06
"9020",4526,"Sabin2ref",4501,4551,"131654",5090.72
"9021",4576,"Sabin2ref",4551,4601,"131654",5258.34
"9022",4626,"Sabin2ref",4601,4651,"131654",5428.66
"9023",4676,"Sabin2ref",4651,4701,"131654",5358.7
"9024",4726,"Sabin2ref",4701,4751,"131654",5275.3
"9025",4776,"Sabin2ref",4751,4801,"131654",5161.54
"9026",4826,"Sabin2ref",4801,4851,"131654",5152.64
"9027",4876,"Sabin2ref",4851,4901,"131654",5142
"9028",4926,"Sabin2ref",4901,4951,"131654",5430.16
"9029",4976,"Sabin2ref",4951,5001,"131654",5733.88
"9030",5026,"Sabin2ref",5001,5051,"131654",6938.38
"9031",5076,"Sabin2ref",5051,5101,"131654",7554.08
"9032",5126,"Sabin2ref",5101,5151,"131654",8473.94
"9033",5176,"Sabin2ref",5151,5201,"131654",9104.14
"9034",5226,"Sabin2ref",5201,5251,"131654",9794
"9035",5276,"Sabin2ref",5251,5301,"131654",9711.58
"9036",5326,"Sabin2ref",5301,5351,"131654",9739.52
"9037",5376,"Sabin2ref",5351,5401,"131654",9707.24
"9038",5426,"Sabin2ref",5401,5451,"131654",9729.62
"9039",5476,"Sabin2ref",5451,5501,"131654",10033
"9040",5526,"Sabin2ref",5501,5551,"131654",10276.9
"9041",5576,"Sabin2ref",5551,5601,"131654",10370.68
"9042",5626,"Sabin2ref",5601,5651,"131654",10089.5
"9043",5676,"Sabin2ref",5651,5701,"131654",9447.06
"9044",5726,"Sabin2ref",5701,5751,"131654",8478.84
"9045",5776,"Sabin2ref",5751,5801,"131654",7530.58
"9046",5826,"Sabin2ref",5801,5851,"131654",6189.1
"9047",5876,"Sabin2ref",5851,5901,"131654",5800.12
"9048",5926,"Sabin2ref",5901,5951,"131654",5865.64
"9049",5976,"Sabin2ref",5951,6001,"131654",6126.9
"9050",6026,"Sabin2ref",6001,6051,"131654",6355.86
"9051",6076,"Sabin2ref",6051,6101,"131654",6470.5
"9052",6126,"Sabin2ref",6101,6151,"131654",6551.26
"9053",6176,"Sabin2ref",6151,6201,"131654",6556.82
"9054",6226,"Sabin2ref",6201,6251,"131654",6496.74
"9055",6276,"Sabin2ref",6251,6301,"131654",6480.9
"9056",6326,"Sabin2ref",6301,6351,"131654",6588.92
"9057",6376,"Sabin2ref",6351,6401,"131654",6717.28
"9058",6426,"Sabin2ref",6401,6451,"131654",6742.42
"9059",6476,"Sabin2ref",6451,6501,"131654",6955.62
"9060",6526,"Sabin2ref",6501,6551,"131654",6839.06
"9061",6576,"Sabin2ref",6551,6601,"131654",6746.54
"9062",6626,"Sabin2ref",6601,6651,"131654",6505.22
"9063",6676,"Sabin2ref",6651,6701,"131654",6460.92
"9064",6726,"Sabin2ref",6701,6751,"131654",6451.66
"9065",6776,"Sabin2ref",6751,6801,"131654",6613.06
"9066",6826,"Sabin2ref",6801,6851,"131654",6767.56
"9067",6876,"Sabin2ref",6851,6901,"131654",6869.24
"9068",6926,"Sabin2ref",6901,6951,"131654",6822.22
"9069",6976,"Sabin2ref",6951,7001,"131654",6440.76
"9070",7026,"Sabin2ref",7001,7051,"131654",6393.3
"9071",7076,"Sabin2ref",7051,7101,"131654",6172.84
"9072",7126,"Sabin2ref",7101,7151,"131654",6117.94
"9073",7176,"Sabin2ref",7151,7201,"131654",5412.3
"9074",7226,"Sabin2ref",7201,7251,"131654",4233.82
"9075",7276,"Sabin2ref",7251,7301,"131654",3008.32
"9076",7326,"Sabin2ref",7301,7351,"131654",1888.32
"9077",7376,"Sabin2ref",7351,7401,"131654",606.86
"9078",5126,"Sabin2ref",5101,5151,"131656",259.5
"9079",5176,"Sabin2ref",5151,5201,"131656",341.24
"9080",5226,"Sabin2ref",5201,5251,"131656",386.5
"9081",5276,"Sabin2ref",5251,5301,"131656",369.42
"9082",5326,"Sabin2ref",5301,5351,"131656",360.98
"9083",5376,"Sabin2ref",5351,5401,"131656",350.04
"9084",5426,"Sabin2ref",5401,5451,"131656",334.68
"9085",5476,"Sabin2ref",5451,5501,"131656",350.42
"9086",5526,"Sabin2ref",5501,5551,"131656",365.14
"9087",5576,"Sabin2ref",5551,5601,"131656",385.62
"9088",5626,"Sabin2ref",5601,5651,"131656",375.12
"9089",5676,"Sabin2ref",5651,5701,"131656",385.84
"9090",5726,"Sabin2ref",5701,5751,"131656",378.1
"9091",5776,"Sabin2ref",5751,5801,"131656",350.18
"9092",5826,"Sabin2ref",5801,5851,"131656",314.9
"9093",5876,"Sabin2ref",5851,5901,"131656",327.34
"9094",5926,"Sabin2ref",5901,5951,"131656",358.82
"9095",5976,"Sabin2ref",5951,6001,"131656",372.92
"9096",6026,"Sabin2ref",6001,6051,"131656",388
"9097",6076,"Sabin2ref",6051,6101,"131656",402.3
"9098",6126,"Sabin2ref",6101,6151,"131656",406.56
"9099",6176,"Sabin2ref",6151,6201,"131656",391.26
"9100",6226,"Sabin2ref",6201,6251,"131656",382.86
"9101",6276,"Sabin2ref",6251,6301,"131656",360.84
"9102",6326,"Sabin2ref",6301,6351,"131656",362.9
"9103",6376,"Sabin2ref",6351,6401,"131656",372.12
"9104",6426,"Sabin2ref",6401,6451,"131656",378.08
"9105",6476,"Sabin2ref",6451,6501,"131656",404.74
"9106",6526,"Sabin2ref",6501,6551,"131656",395.18
"9107",6576,"Sabin2ref",6551,6601,"131656",402.38
"9108",6626,"Sabin2ref",6601,6651,"131656",377.8
"9109",6676,"Sabin2ref",6651,6701,"131656",384.84
"9110",6726,"Sabin2ref",6701,6751,"131656",364.2
"9111",6776,"Sabin2ref",6751,6801,"131656",369.92
"9112",6826,"Sabin2ref",6801,6851,"131656",376.9
"9113",6876,"Sabin2ref",6851,6901,"131656",384.8
"9114",6926,"Sabin2ref",6901,6951,"131656",380.78
"9115",6976,"Sabin2ref",6951,7001,"131656",385.4
"9116",7026,"Sabin2ref",7001,7051,"131656",380.96
"9117",7076,"Sabin2ref",7051,7101,"131656",373.3
"9118",7126,"Sabin2ref",7101,7151,"131656",386.22
"9119",7176,"Sabin2ref",7151,7201,"131656",354.06
"9120",7226,"Sabin2ref",7201,7251,"131656",296.54
"9121",7276,"Sabin2ref",7251,7301,"131656",226.22
"9122",126,"Sabin2ref",101,151,"131657",222.4
"9123",176,"Sabin2ref",151,201,"131657",665.24
"9124",226,"Sabin2ref",201,251,"131657",1004.52
"9125",276,"Sabin2ref",251,301,"131657",1231.32
"9126",326,"Sabin2ref",301,351,"131657",1458.78
"9127",376,"Sabin2ref",351,401,"131657",1582
"9128",426,"Sabin2ref",401,451,"131657",1723.02
"9129",476,"Sabin2ref",451,501,"131657",1696.32
"9130",526,"Sabin2ref",501,551,"131657",1530.3
"9131",576,"Sabin2ref",551,601,"131657",1557.14
"9132",626,"Sabin2ref",601,651,"131657",1663.56
"9133",676,"Sabin2ref",651,701,"131657",1675
"9134",726,"Sabin2ref",701,751,"131657",1805.98
"9135",776,"Sabin2ref",751,801,"131657",1774.68
"9136",826,"Sabin2ref",801,851,"131657",1230.14
"9137",876,"Sabin2ref",851,901,"131657",1120.4
"9138",926,"Sabin2ref",901,951,"131657",1227.08
"9139",976,"Sabin2ref",951,1001,"131657",1255.62
"9140",1026,"Sabin2ref",1001,1051,"131657",1344.7
"9141",1076,"Sabin2ref",1051,1101,"131657",1469.62
"9142",1126,"Sabin2ref",1101,1151,"131657",1429.7
"9143",1176,"Sabin2ref",1151,1201,"131657",1442.4
"9144",1226,"Sabin2ref",1201,1251,"131657",1430.32
"9145",1276,"Sabin2ref",1251,1301,"131657",1481.52
"9146",1326,"Sabin2ref",1301,1351,"131657",1464.22
"9147",1376,"Sabin2ref",1351,1401,"131657",1549.12
"9148",1426,"Sabin2ref",1401,1451,"131657",1524.34
"9149",1476,"Sabin2ref",1451,1501,"131657",1748.16
"9150",1526,"Sabin2ref",1501,1551,"131657",2448.2
"9151",1576,"Sabin2ref",1551,1601,"131657",3038.74
"9152",1626,"Sabin2ref",1601,1651,"131657",3543.18
"9153",1676,"Sabin2ref",1651,1701,"131657",4153.34
"9154",1726,"Sabin2ref",1701,1751,"131657",4516.42
"9155",1776,"Sabin2ref",1751,1801,"131657",4582.88
"9156",1826,"Sabin2ref",1801,1851,"131657",4530.92
"9157",1876,"Sabin2ref",1851,1901,"131657",4620.58
"9158",1926,"Sabin2ref",1901,1951,"131657",4354.6
"9159",1976,"Sabin2ref",1951,2001,"131657",4277.34
"9160",2026,"Sabin2ref",2001,2051,"131657",4609.14
"9161",2076,"Sabin2ref",2051,2101,"131657",4952.58
"9162",2126,"Sabin2ref",2101,2151,"131657",5008.98
"9163",2176,"Sabin2ref",2151,2201,"131657",5150.48
"9164",2226,"Sabin2ref",2201,2251,"131657",5139.48
"9165",2276,"Sabin2ref",2251,2301,"131657",4833.86
"9166",2326,"Sabin2ref",2301,2351,"131657",4215.4
"9167",2376,"Sabin2ref",2351,2401,"131657",3806.96
"9168",2426,"Sabin2ref",2401,2451,"131657",3330.84
"9169",2476,"Sabin2ref",2451,2501,"131657",3105.6
"9170",2526,"Sabin2ref",2501,2551,"131657",2863.04
"9171",2576,"Sabin2ref",2551,2601,"131657",2794.14
"9172",2626,"Sabin2ref",2601,2651,"131657",2613.38
"9173",2676,"Sabin2ref",2651,2701,"131657",2654.32
"9174",2726,"Sabin2ref",2701,2751,"131657",2758.3
"9175",2776,"Sabin2ref",2751,2801,"131657",2955.44
"9176",2826,"Sabin2ref",2801,2851,"131657",3066.48
"9177",2876,"Sabin2ref",2851,2901,"131657",2941.94
"9178",2926,"Sabin2ref",2901,2951,"131657",2813.12
"9179",2976,"Sabin2ref",2951,3001,"131657",2721.88
"9180",3026,"Sabin2ref",3001,3051,"131657",2622.56
"9181",3076,"Sabin2ref",3051,3101,"131657",2785.82
"9182",3126,"Sabin2ref",3101,3151,"131657",2887.96
"9183",3176,"Sabin2ref",3151,3201,"131657",2926.52
"9184",3226,"Sabin2ref",3201,3251,"131657",2988.52
"9185",3276,"Sabin2ref",3251,3301,"131657",4387.54
"9186",3326,"Sabin2ref",3301,3351,"131657",5670.56
"9187",3376,"Sabin2ref",3351,3401,"131657",6669.6
"9188",3426,"Sabin2ref",3401,3451,"131657",7571.4
"9189",3476,"Sabin2ref",3451,3501,"131657",8135.16
"9190",3526,"Sabin2ref",3501,3551,"131657",7955.6
"9191",3576,"Sabin2ref",3551,3601,"131657",8152.84
"9192",3626,"Sabin2ref",3601,3651,"131657",8374.56
"9193",3676,"Sabin2ref",3651,3701,"131657",8243.84
"9194",3726,"Sabin2ref",3701,3751,"131657",8011.76
"9195",3776,"Sabin2ref",3751,3801,"131657",7885.86
"9196",3826,"Sabin2ref",3801,3851,"131657",8125.24
"9197",3876,"Sabin2ref",3851,3901,"131657",8180.66
"9198",3926,"Sabin2ref",3901,3951,"131657",8290.88
"9199",3976,"Sabin2ref",3951,4001,"131657",7995.64
"9200",4026,"Sabin2ref",4001,4051,"131657",7424.34
"9201",4076,"Sabin2ref",4051,4101,"131657",6798.44
"9202",4126,"Sabin2ref",4101,4151,"131657",6306.76
"9203",4176,"Sabin2ref",4151,4201,"131657",6354.6
"9204",4226,"Sabin2ref",4201,4251,"131657",6467.7
"9205",4276,"Sabin2ref",4251,4301,"131657",6513.84
"9206",4326,"Sabin2ref",4301,4351,"131657",6139.92
"9207",4376,"Sabin2ref",4351,4401,"131657",6278.88
"9208",4426,"Sabin2ref",4401,4451,"131657",6224.14
"9209",4476,"Sabin2ref",4451,4501,"131657",6234.52
"9210",4526,"Sabin2ref",4501,4551,"131657",6230.7
"9211",4576,"Sabin2ref",4551,4601,"131657",6435.22
"9212",4626,"Sabin2ref",4601,4651,"131657",6572.28
"9213",4676,"Sabin2ref",4651,4701,"131657",6452.64
"9214",4726,"Sabin2ref",4701,4751,"131657",6358.78
"9215",4776,"Sabin2ref",4751,4801,"131657",6249.44
"9216",4826,"Sabin2ref",4801,4851,"131657",6231.44
"9217",4876,"Sabin2ref",4851,4901,"131657",6108.36
"9218",4926,"Sabin2ref",4901,4951,"131657",6371.78
"9219",4976,"Sabin2ref",4951,5001,"131657",6734.18
"9220",5026,"Sabin2ref",5001,5051,"131657",8213.48
"9221",5076,"Sabin2ref",5051,5101,"131657",9052.12
"9222",5126,"Sabin2ref",5101,5151,"131657",10290.42
"9223",5176,"Sabin2ref",5151,5201,"131657",11269.46
"9224",5226,"Sabin2ref",5201,5251,"131657",12098.5
"9225",5276,"Sabin2ref",5251,5301,"131657",11979.9
"9226",5326,"Sabin2ref",5301,5351,"131657",12080.62
"9227",5376,"Sabin2ref",5351,5401,"131657",12086.22
"9228",5426,"Sabin2ref",5401,5451,"131657",12039.86
"9229",5476,"Sabin2ref",5451,5501,"131657",12453.56
"9230",5526,"Sabin2ref",5501,5551,"131657",12765.42
"9231",5576,"Sabin2ref",5551,5601,"131657",12850.28
"9232",5626,"Sabin2ref",5601,5651,"131657",12562.12
"9233",5676,"Sabin2ref",5651,5701,"131657",11827.62
"9234",5726,"Sabin2ref",5701,5751,"131657",10608.52
"9235",5776,"Sabin2ref",5751,5801,"131657",9548.12
"9236",5826,"Sabin2ref",5801,5851,"131657",8051.16
"9237",5876,"Sabin2ref",5851,5901,"131657",7536.56
"9238",5926,"Sabin2ref",5901,5951,"131657",7594.32
"9239",5976,"Sabin2ref",5951,6001,"131657",7883.74
"9240",6026,"Sabin2ref",6001,6051,"131657",8045.42
"9241",6076,"Sabin2ref",6051,6101,"131657",8148.9
"9242",6126,"Sabin2ref",6101,6151,"131657",8166.34
"9243",6176,"Sabin2ref",6151,6201,"131657",8013.42
"9244",6226,"Sabin2ref",6201,6251,"131657",7875
"9245",6276,"Sabin2ref",6251,6301,"131657",7835.62
"9246",6326,"Sabin2ref",6301,6351,"131657",8008.8
"9247",6376,"Sabin2ref",6351,6401,"131657",8080.06
"9248",6426,"Sabin2ref",6401,6451,"131657",8185.46
"9249",6476,"Sabin2ref",6451,6501,"131657",8409.76
"9250",6526,"Sabin2ref",6501,6551,"131657",8227.02
"9251",6576,"Sabin2ref",6551,6601,"131657",8072.24
"9252",6626,"Sabin2ref",6601,6651,"131657",7782.12
"9253",6676,"Sabin2ref",6651,6701,"131657",7735.56
"9254",6726,"Sabin2ref",6701,6751,"131657",7774.96
"9255",6776,"Sabin2ref",6751,6801,"131657",8097.84
"9256",6826,"Sabin2ref",6801,6851,"131657",8376.64
"9257",6876,"Sabin2ref",6851,6901,"131657",8468.06
"9258",6926,"Sabin2ref",6901,6951,"131657",8472.32
"9259",6976,"Sabin2ref",6951,7001,"131657",7989.36
"9260",7026,"Sabin2ref",7001,7051,"131657",8052.28
"9261",7076,"Sabin2ref",7051,7101,"131657",7824.04
"9262",7126,"Sabin2ref",7101,7151,"131657",7867.52
"9263",7176,"Sabin2ref",7151,7201,"131657",6974.54
"9264",7226,"Sabin2ref",7201,7251,"131657",5515.68
"9265",7276,"Sabin2ref",7251,7301,"131657",3937.52
"9266",7326,"Sabin2ref",7301,7351,"131657",2456.9
"9267",7376,"Sabin2ref",7351,7401,"131657",782.22
"9268",126,"Sabin2ref",101,151,"131658",349.06
"9269",176,"Sabin2ref",151,201,"131658",1037.5
"9270",226,"Sabin2ref",201,251,"131658",1598.56
"9271",276,"Sabin2ref",251,301,"131658",2002.28
"9272",326,"Sabin2ref",301,351,"131658",2434.5
"9273",376,"Sabin2ref",351,401,"131658",2561.9
"9274",426,"Sabin2ref",401,451,"131658",2754.22
"9275",476,"Sabin2ref",451,501,"131658",2810.68
"9276",526,"Sabin2ref",501,551,"131658",2628.32
"9277",576,"Sabin2ref",551,601,"131658",2671.22
"9278",626,"Sabin2ref",601,651,"131658",2809.14
"9279",676,"Sabin2ref",651,701,"131658",2823.08
"9280",726,"Sabin2ref",701,751,"131658",2935.82
"9281",776,"Sabin2ref",751,801,"131658",2906.48
"9282",826,"Sabin2ref",801,851,"131658",2039.24
"9283",876,"Sabin2ref",851,901,"131658",1954.54
"9284",926,"Sabin2ref",901,951,"131658",2153.52
"9285",976,"Sabin2ref",951,1001,"131658",2291.7
"9286",1026,"Sabin2ref",1001,1051,"131658",2440.14
"9287",1076,"Sabin2ref",1051,1101,"131658",2599.58
"9288",1126,"Sabin2ref",1101,1151,"131658",2507.42
"9289",1176,"Sabin2ref",1151,1201,"131658",2559.78
"9290",1226,"Sabin2ref",1201,1251,"131658",2585.6
"9291",1276,"Sabin2ref",1251,1301,"131658",2664.78
"9292",1326,"Sabin2ref",1301,1351,"131658",2674.94
"9293",1376,"Sabin2ref",1351,1401,"131658",2878.72
"9294",1426,"Sabin2ref",1401,1451,"131658",2826.18
"9295",1476,"Sabin2ref",1451,1501,"131658",3064.88
"9296",1526,"Sabin2ref",1501,1551,"131658",3711.6
"9297",1576,"Sabin2ref",1551,1601,"131658",4192.54
"9298",1626,"Sabin2ref",1601,1651,"131658",4642.4
"9299",1676,"Sabin2ref",1651,1701,"131658",5416.62
"9300",1726,"Sabin2ref",1701,1751,"131658",5778.82
"9301",1776,"Sabin2ref",1751,1801,"131658",5923.22
"9302",1826,"Sabin2ref",1801,1851,"131658",5892.88
"9303",1876,"Sabin2ref",1851,1901,"131658",5979.98
